strategy_name,train_window_days,test_window_days,transaction_cost_bps,strategy_gross_cumulative_return,strategy_net_cumulative_return,buy_hold_cumulative_return,strategy_gross_sharpe,strategy_net_sharpe,buy_hold_sharpe,avg_bullish_probability,threshold,turnover_total,avg_daily_turnover,total_transaction_cost,cost_drag
threshold_0.60,1000,20,10.0,0.6765329701205209,0.3621610851904893,1.5692514374206716,0.6389139188852465,0.40900886781191115,0.627531797592435,0.21755176618406585,0.6,208.0,0.11954022988505747,0.20800000000000002,0.31437188493003165
probability_weighted,1000,20,10.0,0.533684015288564,0.27464529100731316,1.5692514374206716,0.5488738231825975,0.3392944571245344,0.627531797592435,0.21755176618406585,,185.1915772646716,0.10643194095670781,0.18519157726467161,0.25903872428125085
